census_tract,Longitude,Latitude,EV Level1 EVSE Num,EV Level1 Power Output (kW),EV Level2 EVSE Num,EV Level2 Power Output (kW),EV DC Fast Count,EV CHAdeMO Connector Count,EV CHAdeMO Power Output (kW),EV CCS Connector Count,EV CCS Power Output (kW),EV J3400 Connector Count,EV J3400 Power Output (kW),EV other DC Fast Count,EV other DC Fast Power Output (kW)
06001982100,-122.250055,37.875902,1.0,1,0.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001982100,-122.250055,37.875902,1.0,1,0.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001982100,-122.250055,37.875902,1.0,1,0.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001982100,-122.250055,37.875902,1.0,1,0.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001982100,-122.250014,37.875985,1.0,1,0.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001982100,-122.250014,37.875985,1.0,1,0.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001982100,-122.250014,37.875985,1.0,1,0.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001982100,-122.250055,37.875902,1.0,1,0.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001982100,-122.250055,37.875902,1.0,1,0.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001982100,-122.250055,37.875902,1.0,1,0.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001982100,-122.250055,37.875902,1.0,1,0.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001982100,-122.250055,37.875902,1.0,1,0.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001982100,-122.250055,37.875902,1.0,1,0.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001982100,-122.250055,37.875902,1.0,1,0.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001425103,-122.291794,37.845358,1.0,1,0.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001422000,-122.290192,37.853235,0.0,1,3.0,7.2,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001409000,-122.2018642,37.7274296,0.0,1,1.0,10.8,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001402900,-122.267307,37.806087,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001402900,-122.267317,37.806121,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001402900,-122.26735,37.806095,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001402900,-122.267285,37.806087,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001402900,-122.267293,37.806089,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001422400,-122.27309,37.874052,0.0,1,2.0,7.2,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001422901,-122.268936,37.866473,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001403100,-122.272921,37.8028027,0.0,1,9.0,6.2,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401300,-122.264137,37.821515,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401300,-122.264133,37.82146,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401300,-122.264027,37.821428,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001423902,-122.258595,37.856103,0.0,1,1.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001423902,-122.258484,37.855858,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001423902,-122.258515,37.855967,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001423902,-122.25847,37.855787,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001423902,-122.258563,37.856127,0.0,1,1.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001423500,-122.266962,37.863948,0.0,1,1.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001423500,-122.266957,37.863944,0.0,1,1.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001423500,-122.266728,37.863934,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001423500,-122.267247,37.863443,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001423500,-122.266855,37.863952,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001423500,-122.2669,37.863956,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001423500,-122.266929,37.863951,0.0,1,1.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001423902,-122.25856,37.856045,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001422100,-122.295227,37.876105,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401300,-122.26795,37.812782,0.0,1,1.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401300,-122.26786,37.812626,0.0,1,1.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001423500,-122.267515,37.860998,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001423500,-122.267517,37.861065,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001422000,-122.305478,37.864414,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001404502,-122.209039,37.827289,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001423500,-122.267566,37.861517,0.0,1,1.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001423500,-122.267613,37.861532,0.0,1,1.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001402900,-122.270485,37.805,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001402900,-122.27058,37.805065,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401300,-122.265025,37.820594,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401300,-122.26509,37.820611,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401300,-122.264982,37.820585,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401300,-122.265228,37.820575,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401300,-122.265336,37.820583,0.0,1,1.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401300,-122.264982,37.820594,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401300,-122.264939,37.820585,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001402900,-122.270559,37.804916,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401300,-122.265422,37.820499,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401300,-122.265742,37.815672,0.0,1,1.0,7.7,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001422000,-122.294971,37.85118,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001422000,-122.294926,37.851112,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401300,-122.265218,37.820488,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001403100,-122.27553,37.804821,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001403100,-122.275541,37.804813,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001403100,-122.275541,37.804821,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001408800,-122.195144,37.755642,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001403800,-122.246595,37.809965,0.0,1,0.0,13.0,6.0,1,100.0,1,200.0,0,0.0,4.0,150
06001403100,-122.276778,37.803258,0.0,1,0.0,13.0,4.0,1,50.0,1,50.0,0,0.0,2.0,150
06001425102,-122.293828,37.840178,0.0,1,0.0,13.0,2.0,1,50.0,1,50.0,0,0.0,0.0,0
06001422000,-122.29729,37.88061,0.0,1,1.0,7.2,2.0,0,0.0,0,0.0,0,0.0,2.0,150
06001422000,-122.29729,37.88061,0.0,1,1.0,13.0,2.0,1,50.0,1,50.0,0,0.0,0.0,0
06001403502,-122.26058,37.81333,0.0,1,0.0,13.0,4.0,1,50.0,1,50.0,0,0.0,2.0,150
06001400300,-122.2616657,37.8375988,0.0,1,0.0,13.0,2.0,1,100.0,1,100.0,0,0.0,0.0,0
06001983200,-122.2769619,37.7981773,0.0,1,0.0,13.0,8.0,1,100.0,1,350.0,0,0.0,6.0,150
06001983200,-122.2769619,37.7981773,0.0,1,0.0,13.0,8.0,1,100.0,1,100.0,0,0.0,6.0,150
06001401300,-122.265271,37.820605,0.0,1,1.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401300,-122.26542,37.8205,0.0,1,1.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401300,-122.265323,37.820441,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401300,-122.265444,37.820386,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001403501,-122.262942,37.816651,0.0,1,1.0,7.2,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001402802,-122.273154,37.806447,0.0,1,15.0,7.2,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001409000,-122.21122,37.71722,0.0,1,8.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001402900,-122.2704842,37.8050007,0.0,1,3.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401700,-122.291743,37.830221,0.0,1,1.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401700,-122.29203,37.830061,0.0,1,1.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401700,-122.292025,37.830318,0.0,1,1.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001425102,-122.291943,37.830419,0.0,1,1.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001425103,-122.29164,37.842392,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001425103,-122.291508,37.842432,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001425103,-122.291579,37.842321,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001425103,-122.291576,37.842502,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001425103,-122.291526,37.842452,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001425103,-122.291363,37.842231,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001403401,-122.2639631,37.8052943,0.0,1,1.0,6.2,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001403501,-122.2650681,37.81267929,0.0,1,1.0,8.6,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001404900,-122.216992,37.799268,0.0,1,0.0,13.0,8.0,0,0.0,1,100.0,0,0.0,7.0,150
06001404900,-122.216992,37.799268,0.0,1,0.0,13.0,8.0,0,0.0,1,350.0,0,0.0,7.0,150
06001402900,-122.26676,37.805801,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001402900,-122.266824,37.805733,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001402900,-122.266803,37.805843,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001409000,-122.2135347463798,37.71551706285052,0.0,1,2.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001409000,-122.21122,37.71722,6.0,1,0.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001409000,-122.2116330601883,37.71304070622014,0.0,1,16.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001409000,-122.21122,37.71722,0.0,1,0.0,13.0,6.0,0,0.0,1,150.0,0,0.0,5.0,150
06001402900,-122.269465,37.806165,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001402900,-122.269435,37.806194,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001402900,-122.269445,37.806171,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001402900,-122.269427,37.806213,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001403501,-122.262262,37.813056,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001403501,-122.262257,37.813045,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001403501,-122.262276,37.813048,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001403501,-122.262285,37.813032,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001403501,-122.262266,37.813043,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001402802,-122.272415,37.806172,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001422000,-122.286958,37.850452,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001422000,-122.300963,37.8663298,0.0,1,1.0,6.2,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001422000,-122.300963,37.8663298,0.0,1,7.0,6.2,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001422000,-122.300963,37.8663298,0.0,1,7.0,11.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001410400,-122.16354,37.73715,0.0,1,0.0,13.0,8.0,1,100.0,1,350.0,0,0.0,6.0,150
06001410400,-122.16354,37.73715,0.0,1,0.0,13.0,8.0,1,100.0,1,100.0,0,0.0,6.0,150
06001402900,-122.2680492,37.8074352,0.0,1,4.0,6.2,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001402900,-122.2652009,37.8057657,0.0,1,4.0,6.2,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401200,-122.257787,37.8259611,0.0,1,8.0,6.2,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001403501,-122.2596203,37.8226947,0.0,1,14.0,6.2,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001422000,-122.2889822,37.8521253,0.0,1,0.0,13.0,8.0,0,0.0,1,350.0,0,0.0,7.0,150
06001422000,-122.29818,37.86766,0.0,1,8.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001403100,-122.275917,37.804303,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001403100,-122.276111,37.804294,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001403100,-122.276019,37.804311,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001403100,-122.277565,37.803158,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001423200,-122.2901768,37.8621355,0.0,1,0.0,13.0,2.0,0,0.0,1,60.0,0,0.0,1.0,150
06001423200,-122.2901768,37.8621355,0.0,1,0.0,13.0,2.0,1,60.0,0,0.0,0,0.0,1.0,150
06001407900,-122.18491297824468,37.787245023903616,0.0,1,2.0,6.2,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001422000,-122.297815,37.862709,0.0,1,0.0,13.0,10.0,0,0.0,1,120.0,0,0.0,9.0,150
06001422000,-122.297815,37.862709,0.0,1,0.0,13.0,10.0,1,62.5,0,0.0,0,0.0,9.0,150
06001409000,-122.19937,37.73739,0.0,1,0.0,13.0,30.0,0,0.0,1,240.0,0,0.0,29.0,150
06001425101,-122.2989698,37.8393639,0.0,1,8.0,6.2,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001402900,-122.26681,37.80833,0.0,1,0.0,13.0,2.0,1,50.0,0,0.0,0,0.0,1.0,150
06001422901,-122.26742,37.86696,0.0,1,0.0,13.0,2.0,1,50.0,0,0.0,0,0.0,1.0,150
06001409000,-122.2041249,37.7465221,0.0,1,31.0,6.7,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001409000,-122.2041249,37.7465221,0.0,1,5.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001402600,-122.2814274,37.8034784,0.0,1,0.0,13.0,8.0,0,0.0,1,350.0,0,0.0,7.0,150
06001402801,-122.27157,37.8068,0.0,1,32.0,6.7,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001403100,-122.27319717407228,37.80499561845305,0.0,1,24.0,6.7,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001425102,-122.29402,37.8402,0.0,1,2.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001425103,-122.29313,37.844856,0.0,1,6.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001425103,-122.29313,37.844856,0.0,1,6.0,13.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401300,-122.267668,37.811832,0.0,1,2.0,9.6,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001401200,-122.2609134,37.8253573,0.0,1,4.0,6.2,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001422000,-122.2896452,37.8581676,0.0,1,8.0,6.2,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001422000,-122.2902654,37.8574194,0.0,1,10.0,6.2,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001407300,-122.21963,37.7612,0.0,1,0.0,13.0,74.0,0,0.0,74,30.0,0,0.0,0.0,0
06001423902,-122.26077,37.85553,0.0,1,0.0,13.0,4.0,1,100.0,1,350.0,0,0.0,2.0,150
06001423902,-122.26077,37.85553,0.0,1,0.0,13.0,4.0,1,100.0,1,100.0,0,0.0,2.0,150
06001423902,-122.26077,37.85553,0.0,1,0.0,13.0,2.0,1,50.0,1,50.0,0,0.0,0.0,0
06001406100,-122.223136,37.775042,0.0,1,1.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001406100,-122.222763,37.774809,0.0,1,1.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001406100,-122.223045,37.775494,0.0,1,1.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
06001408900,-122.186417,37.754126,0.0,1,2.0,6.5,0.0,0,0.0,0,0.0,0,0.0,0.0,0
